"User-ID";"ISBN";"Book-Rating"
"276786";"842333533X";"0"
"276786";"8427911769";"0"
"276786";"8433914456";"0"
"276786";"8437606322";"8"
"276786";"8445072919";"0"
"276786";"8466300821";"6"
"276786";"847765011X";"0"
"276786";"8478442588";"6"
"276786";"8495368099";"0"
"276788";"0345443683";"8"
"276788";"043935806X";"7"
"276788";"055310666X";"10"
"276796";"0330332775";"5"
"276796";"0330367358";"0"
"276798";"0006379702";"5"
"276798";"3423084049";"0"
"276798";"3442131340";"7"
"276798";"3442437407";"0"
"276798";"3446202102";"0"
"276798";"3453073398";"0"
"276798";"3453115783";"0"
"276798";"3499134004";"0"
"276798";"349915398X";"0"
"276798";"3548603203";"6"
"276798";"3764501383";"0"
"276798";"3791535889";"0"
"276800";"0061054143";"0"
"276800";"0061054151";"0"
"276800";"0061056774";"0"
"276800";"0671021346";"0"
"276800";"0671024108";"0"
"276800";"1562827898";"7"
"276803";"9726954835";"0"
"276804";"0064405176";"0"
"276804";"0439104769";"0"
"276804";"0440498058";"8"
"276806";"8807817144";"0"
"276806";"8845915913";"0"
"276808";"0395547032";"10"
"276811";"0440414121";"10"
"276812";"8879839993";"8"
"276813";"8401328322";"0"
"276813";"8401461189";"0"
"276813";"8401471796";"0"
"276813";"8423996565";"8"
"276813";"8424130081";"0"
"276813";"8426449476";"8"
"276813";"8426449573";"6"
"276813";"8478884831";"8"
"276813";"8478885218";"6"
"276813";"8478885463";"6"
"276813";"8478886044";"8"
"276813";"8495618052";"0"
"276814";"0091830893";"8"
"276814";"0586207414";"7"
"276814";"0812571029";"9"
"276817";"0671749609";"0"
"276820";"0140062718";"0"
"276820";"0140260498";"9"
"276822";"0060096195";"10"
"276822";"0141310340";"9"
"276822";"0142302198";"10"
"276822";"0156006065";"9"
"276822";"0375821813";"9"
"276822";"038076041X";"10"
"276822";"0439087597";"0"
"276822";"0439401399";"6"
"276822";"0552546933";"9"
"276822";"0689804458";"8"
"276822";"0699854289";"10"
"276822";"0786812508";"9"
"276822";"0786817070";"10"
"276822";"0805057706";"10"
"276822";"1551925060";"8"
"276822";"1573248533";"10"
"276827";"000651118X";"7"
"276828";"0385272324";"0"
"276828";"2038701962";"0"
"276828";"2070264564";"0"
"276828";"2070334430";"0"
"276828";"2070403734";"0"
"276828";"2080680676";"0"
"276828";"2232122263";"0"
"276828";"2253044903";"0"
"276828";"2253150711";"7"
"276828";"2266076000";"0"
"276828";"2277221678";"0"
"276828";"2290321028";"0"
"276828";"2842190009";"0"
"276830";"0440225825";"9"
"276832";"0316781266";"0"
"276832";"0345446860";"5"
"276833";"0671876244";"0"
"276835";"3125785006";"10"
"276837";"0380005239";"5"
"276838";"1593080255";"0"
"276840";"0330201700";"0"
"276840";"0385729340";"0"
"276842";"3809407536";"7"
"276847";"0446364193";"0"
"276847";"3257200552";"5"
"276847";"3379015180";"0"
"276847";"3404145909";"8"
"276847";"3404148576";"8"
"276847";"3404921178";"7"
"276847";"3423071516";"10"
"276847";"3423204885";"0"
"276847";"3423205806";"0"
"276847";"3426029553";"8"
"276847";"3426622610";"0"
"276847";"3426671298";"8"
"276847";"344215121X";"9"
"276847";"3442413508";"10"
"276847";"3442422035";"9"
"276847";"3442435773";"8"
"276847";"3442437717";"7"
"276847";"3442441080";"10"
"276847";"3442442796";"0"
"276847";"3442444020";"8"
"276847";"3442446414";"10"
"276847";"3442448530";"7"
"276847";"3442449820";"9"
"276847";"3453137442";"6"
"276847";"3453870190";"0"
"276847";"3455077331";"0"
"276847";"347354034X";"7"
"276847";"3492231322";"9"
"276847";"349912176X";"0"
"276847";"3499222213";"7"
"276847";"3499228297";"6"
"276847";"3499232529";"0"
"276847";"3499233436";"0"
"276847";"3499264528";"0"
"276847";"3499433443";"8"
"276847";"3506464078";"10"
"276847";"3548602967";"0"
"276847";"3551551677";"10"
"276847";"3551551685";"10"
"276847";"3551551693";"10"
"276847";"3551551936";"10"
"276847";"359621078X";"9"
"276847";"3608932240";"7"
"276847";"360893541X";"10"
"276847";"3608935428";"10"
"276847";"3608935436";"10"
"276847";"374661922X";"0"
"276847";"3770131495";"0"
"276847";"3809024589";"8"
"276847";"3821815191";"10"
"276847";"3932069234";"5"
"276848";"3423100424";"0"
"276848";"3442096596";"0"
"276848";"3442440777";"0"
"276848";"3453009304";"0"
"276848";"3453042905";"0"
"276848";"3453061187";"0"
"276848";"3453071174";"0"
"276848";"3453127013";"0"
"276848";"3453211014";"0"
"276848";"3462026062";"8"
"276848";"349926028X";"0"
"276848";"3596122279";"0"
"276848";"3596287200";"0"
"276848";"3922524443";"0"
"276850";"0449217264";"7"
"276852";"0140621741";"0"
"276852";"055321358X";"0"
"276853";"8420457477";"1"
"276853";"8448034023";"7"
"276854";"0671034944";"5"
"276854";"074931012X";"5"
"276854";"0843946415";"0"
"276856";"2010173929";"0"
"276856";"20103389";"0"
"276856";"2012003494";"0"
"276856";"2013218826";"0"
"276856";"2013220162";"0"
"276856";"207033015X";"0"
"276856";"2070332985";"0"
"276856";"2203142278";"0"
"276856";"2205040561";"0"
"276856";"221096900X";"0"
"276856";"2253005274";"0"
"276856";"2723402983";"0"
"276856";"2747002748";"0"
"276856";"2800108584";"0"
"276856";"2800134259";"0"
"276856";"2800134267";"0"
"276856";"2800135522";"0"
"276856";"2800135565";"0"
"276856";"2800135719";"0"
"276856";"2800135727";"0"
"276856";"2803616998";"0"
"276856";"2907572458";"0"
"276857";"8439598459";"6"
"276859";"014014899X";"0"
"276859";"0140252517";"6"
"276859";"0140269967";"0"
"276859";"0140328742";"0"
"276859";"0140366830";"0"
"276859";"0140367446";"0"
"276859";"0425131378";"0"
"276859";"0517642689";"7"
"276859";"0600571165";"0"
"276859";"077104450X";"8"
"276859";"0789706032";"8"
"276859";"0836218833";"10"
"276859";"0836220889";"10"
"276859";"088365721X";"9"
"276859";"1559712252";"6"
"276859";"1567616089";"8"
"276859";"2890510328";"0"
"276859";"3257227264";"0"
"276861";"0141011904";"9"
"276861";"342313075X";"0"
"276861";"3423201509";"10"
"276861";"3423206616";"8"
"276861";"344242529";"9"
"276861";"3446200452";"8"
"276861";"349223903X";"6"
"276861";"3499231603";"9"
"276861";"360893541X";"9"
"276861";"3608935428";"9"
"276861";"3608935436";"9"
"276861";"3704320196";"6"
"276861";"3886807843";"8"
"276862";"0345423402";"0"
"276862";"1569312435";"9"
"276862";"1892213141";"8"
"276863";"8530805461";"10"
"276866";"3257218516";"3"
"276866";"3404126343";"8"
"276866";"3404131606";"0"
"276866";"3404139178";"9"
"276866";"3404143299";"7"
"276866";"3404614542";"0"
"276866";"340645724X";"3"
"276866";"3426192543";"5"
"276866";"3426702266";"0"
"276866";"3442421357";"0"
"276866";"3442443806";"4"
"276866";"345309221X";"8"
"276866";"3453108361";"7"
"276866";"3453126912";"0"
"276866";"3453130901";"5"
"276866";"3453132262";"0"
"276866";"3596129389";"0"
"276866";"3596237874";"0"
"276866";"3596247500";"0"
"276866";"3809410357";"5"
"276869";"0345249372";"0"
"276869";"044020562X";"0"
"276870";"9026935722";"6"
"276872";"0425167097";"8"
"276872";"042518109X";"8"
"276872";"0425188221";"7"
"276872";"8500010452";"4"
"276872";"8501023450";"3"
"276872";"8571648972";"10"
"276872";"8588615126";"8"
"276872";"8589885291";"8"
"276873";"009975181X";"7"
"276875";"00273755";"7"
"276875";"014366020444";"8"
"276875";"0688172377";"0"
"276875";"8481305464";"0"
"276875";"8496075850";"8"
"276875";"8804321008";"0"
"276875";"8804375299";"0"
"276875";"8804407808";"6"
"276875";"8804464895";"7"
"276875";"8804510579";"0"
"276875";"8804512652";"0"
"276875";"8806144146";"0"
"276875";"8806155873";"0"
"276875";"8807700735";"0"
"276875";"8807806746";"0"
"276875";"8807810751";"7"
"276875";"880781112X";"6"
"276875";"8807812495";"0"
"276875";"8807813157";"0"
"276875";"8807816059";"0"
"276875";"8817106100";"6"
"276875";"8817112917";"8"
"276875";"8817877028";"0"
"276875";"8820024381";"0"
"276875";"883041915X";"0"
"276875";"8831760122";"0"
"276875";"8833908488";"4"
"276875";"8838910987";"8"
"276875";"8842806978";"0"
"276875";"8845219747";"0"
"276875";"8845249689";"0"
"276875";"8846200624";"8"
"276875";"88741800047";"8"
"276875";"8876846565";"7"
"276875";"8877825200";"2"
"276875";"8879285513";"6"
"276875";"8879285645";"6"
"276875";"8879832905";"0"
"276875";"8881110288";"0"
"276875";"888634712X";"0"
"276875";"8887432252";"8"
"276875";"8888424121";"8"
"276878";"0449210197";"6"
"276879";"8817151068";"7"
"276884";"0151446474";"0"
"276884";"8433967606";"0"
"276884";"8496280012";"7"
"276884";"899792145";"0"
"276884";"B158991965";"6"
"276887";"0064430227";"5"
"276887";"0671723650";"0"
"276887";"0812533550";"9"
"276888";"8806162160";"6"
"276888";"884590184X";"0"
"276889";"0446613843";"0"
"276890";"0140270272";"0"
"276896";"0440241537";"10"
"276904";"0099460343";"0"
"276904";"0375901582";"10"
"276904";"0439317746";"5"
"276904";"0440228840";"10"
"276904";"0440414121";"10"
"276904";"0738205737";"5"
"276904";"1566911605";"0"
"276905";"0060542845";"8"
"276905";"0449148831";"5"
"276905";"1551666308";"0"
"276911";"8420430943";"8"
"276911";"8420636282";"9"
"276911";"8432205311";"9"
"276912";"000225669X";"6"
"276912";"0099549611";"6"
"276912";"0701162767";"0"
"276912";"1852422580";"0"
"276915";"042513976X";"7"
"276916";"0441008291";"8"
"276925";"0006511929";"0"
"276925";"002542730X";"10"
"276925";"0060520507";"0"
"276925";"0060930934";"0"
"276925";"0060951303";"0"
"276925";"0099414732";"7"
"276925";"0140154078";"6"
"276925";"0140327592";"0"
"276925";"0140367616";"0"
"276925";"0141181222";"0"
"276925";"0151010633";"0"
"276925";"0192834312";"0"
"276925";"0194216748";"5"
"276925";"0240514866";"0"
"276925";"0316666343";"0"
"276925";"0345391810";"0"
"276925";"0375400699";"0"
"276925";"0385504209";"8"
"276925";"043527242X";"0"
"276925";"0439284031";"0"
"276925";"0439286182";"0"
"276925";"0439286239";"0"
"276925";"0449221148";"0"
"276925";"0451527747";"0"
"276925";"0486282112";"0"
"276925";"0486424499";"0"
"276925";"0553275283";"8"
"276925";"0582530431";"9"
"276925";"0590502123";"0"
"276925";"0595132189";"0"
"276925";"0613329740";"0"
"276925";"063403541X";"6"
"276925";"067172939X";"0"
"276925";"0671729438";"0"
"276925";"0671746502";"0"
"276925";"0679721851";"0"
"276925";"0679745580";"0"
"276925";"0691000980";"0"
"276925";"0747545111";"0"
"276925";"0749931434";"0"
"276925";"0754000117";"0"
"276925";"0804106304";"0"
"276925";"0812583566";"0"
"276925";"0843128240";"0"
"276925";"0879517344";"0"
"276925";"0971880107";"0"
"276925";"1400001625";"0"
"276925";"1400002672";"8"
"276925";"1853262404";"0"
"276925";"2061007074";"0"
"276925";"2266095536";"0"
"276925";"2290309494";"0"
"276925";"2742739351";"0"
"276925";"3522149904";"0"
"276925";"3775713328";"0"
"276925";"8401009421";"0"
"276925";"8401327199";"0"
"276925";"8401462231";"0"
"276925";"840149236X";"5"
"276925";"8408011200";"0"
"276925";"8420427462";"0"
"276925";"8420432113";"5"
"276925";"8420444367";"9"
"276925";"8420789895";"0"
"276925";"8422655500";"9"
"276925";"8422657104";"9"
"276925";"842265783X";"0"
"276925";"8422693445";"0"
"276925";"8423325105";"0"
"276925";"8423662152";"0"
"276925";"8423951537";"0"
"276925";"8423970647";"0"
"276925";"8423976645";"8"
"276925";"8426109799";"8"
"276925";"8427007450";"0"
"276925";"8429712372";"0"
"276925";"8429714936";"0"
"276925";"842975295";"0"
"276925";"8429753419";"0"
"276925";"8432227706";"0"
"276925";"8434830809";"0"
"276925";"8434840391";"0"
"276925";"8440627203";"0"
"276925";"8440696833";"0"
"276925";"8445071572";"0"
"276925";"8447306194";"0"
"276925";"8447312054";"0"
"276925";"8449416078";"0"
"276925";"8472453723";"0"
"276925";"8473068971";"0"
"276925";"8474104823";"4"
"276925";"8474263123";"0"
"276925";"8475071163";"0"
"276925";"8475961290";"0"
"276925";"8476722338";"0"
"276925";"8478809783";"0"
"276925";"8482180088";"0"
"276925";"8483221306";"0"
"276925";"8489163499";"0"
"276925";"8495501090";"0"
"276925";"8495501198";"0"
"276925";"8496077152";"0"
"276925";"8496077209";"0"
"276925";"8496246140";"0"
"276925";"8497931467";"0"
"276925";"950491036X";"10"
"276925";"9508521481";"0"
"276925";"9871138016";"0"
"276927";"0460010239";"0"
"276927";"0749336145";"10"
"276927";"1899344705";"5"
"276928";"0439135494";"0"
"276928";"059030271X";"5"
"276928";"0590453661";"0"
"276928";"0590470108";"7"
"276928";"0590483404";"0"
"276928";"0671021354";"10"
"276928";"0671026283";"10"
"276928";"0671027506";"10"
"276928";"0671727109";"0"
"276929";"0060964049";"0"
"276929";"0380807343";"0"
"276929";"0439064864";"0"
"276929";"2.02.032126.2";"0"
"276929";"2.264.03602.8";"0"
"276929";"2020058863";"0"
"276929";"2020062399";"0"
"276929";"2020101653";"10"
"276929";"202011528X";"5"
"276929";"20202006935";"8"
"276929";"20203119888";"8"
"276929";"2020386666";"0"
"276929";"2020564777";"6"
"276929";"2020591944";"0"
"276929";"2070365832";"0"
"276929";"2070378411";"0"
"276929";"2070386023";"5"
"276929";"2070394956";"5"
"276929";"2070404587";"10"
"276929";"2070404706";"8"
"276929";"2070404722";"0"
"276929";"2070406962";"0"
"276929";"2070408450";"0"
"276929";"2070425770";"0"
"276929";"2070725804";"0"
"276929";"2080680692";"0"
"276929";"2226070109";"0"
"276929";"2226126570";"0"
"276929";"2226135022";"0"
"276929";"2253030570";"8"
"276929";"2253049417";"0"
"276929";"2253050407";"0"
"276929";"2253055972";"0"
"276929";"225307659X";"0"
"276929";"2253171670";"8"
"276929";"2253172367";"8"
"276929";"2264010991";"5"
"276929";"2264013257";"0"
"276929";"2264018194";"3"
"276929";"2264024674";"5"
"276929";"226402593X";"3"
"276929";"2264027568";"5"
"276929";"2264029463";"0"
"276929";"226403114";"5"
"276929";"2264031158";"6"
"276929";"2264033282";"0"
"276929";"226403601X";"0"
"276929";"2264036036";"10"
"276929";"2266040820";"0"
"276929";"2266047280";"7"
"276929";"226604960";"8"
"276929";"22660861003";"6"
"276929";"2266096451";"0"
"276929";"2266102028";"0"
"276929";"2266102621";"10"
"276929";"2266104535";"2"
"276929";"2266105698";"8"
"276929";"2266121367";"0"
"276929";"2277302228";"0"
"276929";"2290303488";"0"
"276929";"2290308285";"0"
"276929";"2290312924";"0"
"276929";"2290315524";"0"
"276929";"2290321559";"0"
"276929";"2702424131";"8"
"276929";"2742724028";"5"
"276929";"2742724613";"6"
"276929";"2742729038";"0"
"276929";"2743602295";"5"
"276929";"2841469824";"0"
"276929";"2842611462";"3"
"276929";"2868696627";"0"
"276929";"2869304129";"7"
"276929";"2869304560";"5"
"276929";"2869304870";"0"
"276929";"2869305583";"6"
"276929";"2895400644";"0"
"276929";"2907572121";"0"
"276929";"290757213X";"0"
"276934";"1566190096";"10"
"276936";"0749317256";"0"
"276936";"3453150538";"0"
"276936";"3492224628";"0"
"276936";"3492224768";"6"
"276936";"3596122279";"5"
"276936";"3596147700";"3"
"276939";"0060011939";"0"
"276939";"0099283697";"0"
"276939";"0140187758";"0"
"276939";"0316154601";"0"
"276939";"059035342X";"0"
"276939";"0713628944";"6"
"276939";"0752844040";"0"
"276939";"0971880107";"0"
"276939";"1853260665";"7"
"276939";"2070414256";"7"
"276939";"2070419657";"7"
"276939";"2253063339";"9"
"276939";"2253137243";"9"
"276939";"2253144452";"9"
"276939";"2253152072";"9"
"276939";"2264027134";"0"
"276939";"226612269X";"9"
"276939";"2290318329";"0"
"276939";"2702400612";"7"
"276939";"2702401694";"9"
"276939";"2878580753";"10"
"276939";"8408040383";"0"
"276939";"8423310353";"8"
"276939";"844140321X";"0"
"276939";"8484601072";"0"
"276943";"0330373269";"0"
"276946";"8882461327";"0"
"276949";"349202436X";"8"
"276950";"8807813858";"0"
"276953";"0140182551";"8"
"276953";"0446310786";"10"
"276953";"0886776783";"7"
"276954";"0971880107";"0"
"276954";"3257008155";"0"
"276954";"329300301X";"0"
"276954";"3419528078";"8"
"276954";"3423118709";"10"
"276954";"3440054594";"0"
"276954";"3442723078";"0"
"276954";"3453034120";"10"
"276954";"3480204015";"0"
"276954";"3492238882";"0"
"276954";"3499121808";"0"
"276954";"3499153629";"0"
"276954";"3502513333";"0"
"276954";"3502517371";"0"
"276954";"3502551685";"0"
"276954";"3596119502";"0"
"276954";"3596221234";"0"
"276954";"3596850185";"0"
"276954";"3772402542";"0"
"276954";"3772420176";"7"
"276954";"3794170180";"0"
"276954";"3806852456";"8"
"276954";"3808572612";"0"
"276954";"3821812028";"0"
"276954";"3922708072";"0"
"276954";"7321578936";"0"
"276957";"0312966970";"6"
"276959";"680ISBN359623";"6"
"276963";"0340818182";"0"
"276964";"0061096261";"0"
"276964";"0312169817";"6"
"276964";"0312864590";"0"
"276964";"0345348664";"0"
"276964";"0345348672";"10"
"276964";"0345354621";"10"
"276964";"0345385764";"0"
"276964";"0345435036";"10"
"276964";"0385264356";"10"
"276964";"0425104273";"9"
"276964";"0425172546";"0"
"276964";"0440218667";"5"
"276964";"0440220602";"9"
"276964";"0446522856";"0"
"276964";"0451180054";"0"
"276964";"0451198514";"0"
"276964";"0515131520";"6"
"276964";"0517093715";"0"
"276964";"0553266306";"0"
"276964";"0684867621";"8"
"276964";"0765342987";"0"
"276964";"0812550153";"5"
"276964";"0812550307";"10"
"276964";"0843949163";"8"
"276964";"0886773741";"7"
"276964";"0886774802";"8"
"276964";"0886774829";"8"
"276964";"0886775426";"9"
"276964";"0886775957";"10"
"276964";"0886777178";"7"
"276964";"1572971835";"0"
"276965";"9722900684";"9"
"276975";"3499221489";"0"
"276981";"2422614189";"0"
"276984";"0345425596";"0"
"276984";"0590259970";"9"
"276984";"0590260251";"9"
"276984";"0590417827";"0"
"276984";"0590426702";"10"
"276984";"0590436422";"9"
"276984";"0590436449";"9"
"276984";"0590436457";"0"
"276984";"0590436465";"9"
"276984";"0590436481";"9"
"276984";"059043649X";"9"
"276984";"0590436503";"0"
"276984";"0590442589";"10"
"276984";"0590442988";"0"
"276984";"0590442996";"10"
"276984";"0590448234";"9"
"276984";"0590448595";"9"
"276984";"0590456458";"0"
"276984";"0590456504";"9"
"276984";"0590470485";"9"
"276984";"0590483056";"0"
"276986";"0060930187";"10"
"276986";"0375760911";"10"
"276986";"0689817851";"10"
"276986";"0874869870";"10"
"276988";"0061081450";"7"
"276988";"0061083259";"7"
"276988";"0061087017";"7"
"276988";"0061094404";"8"
"276988";"0312925689";"0"
"276988";"0440295653";"0"
"276988";"0671793489";"8"
"276988";"0684845768";"0"
"276988";"0701169176";"0"
"276989";"0312244266";"0"
"276990";"880701601X";"7"
"276990";"8817134899";"9"
"276992";"0099268345";"7"
"276994";"3100970616";"10"
"276994";"3257062354";"8"
"276994";"3257228317";"0"
"276994";"3423128879";"4"
"276994";"3423202327";"6"
"276994";"342677609X";"5"
"276994";"3442054753";"0"
"276994";"3442727073";"9"
"276994";"3453132041";"4"
"276994";"3478387507";"2"
"276994";"3492045170";"7"
"276994";"3492230814";"6"
"276994";"3499101505";"0"
"276994";"3545202461";"9"
"276994";"3548359698";"6"
"276994";"3550075359";"6"
"276994";"3596154766";"2"
"276994";"3596214629";"8"
"276997";"0671011367";"0"
"276998";"0618045996";"8"
"276998";"3822858617";"7"
"277002";"0864425589";"6"
"277007";"8817860751";"7"
"277009";"0452282101";"9"
"277010";"0671025368";"0"
"277010";"3257060580";"10"
"277012";"0553581112";"9"
"277012";"0805047379";"5"
"277012";"0892964456";"10"
"277018";"0373250223";"7"
"277018";"0451097009";"7"
"277018";"0451179994";"8"
"277019";"9681500830";"0"
"277022";"8432087653";"0"
"277023";"0553140779";"6"
"277028";"0425182150";"10"
"277031";"1883473004";"8"
"277032";"0061007129";"8"
"277035";"0061000027";"0"
"277036";"0812511816";"9"
"277036";"0833531654";"0"
"277036";"0880381736";"9"
"277036";"0880381744";"10"
"277040";"0722536283";"0"
"277042";"0060505885";"0"
"277042";"0061097101";"0"
"277042";"0299164942";"0"
"277042";"0312283709";"8"
"277042";"0312983271";"0"
"277042";"0380731851";"0"
"277042";"0446605484";"7"
"277042";"0446611212";"8"
"277042";"0451188454";"0"
"277042";"0451207955";"7"
"277042";"0609804138";"9"
"277042";"0671003755";"0"
"277042";"067104754X";"0"
"277042";"0743407067";"0"
"277042";"074343627X";"8"
"277042";"0786013230";"0"
"277042";"0812509560";"0"
"277042";"0971880107";"2"
"277048";"3426615355";"7"
"277048";"3442435838";"0"
"277048";"3442455707";"0"
"277051";"0075536498";"8"
"277051";"0099287692";"6"
"277051";"0099845008";"5"
"277051";"0330262130";"10"
"277051";"0385720920";"10"
"277051";"0393319296";"0"
"277051";"0553262505";"7"
"277051";"06514251";"0"
"277051";"0805062971";"0"
"277051";"3257228007";"0"
"277051";"3442430496";"9"
"277051";"3442446325";"8"
"277051";"3453171500";"7"
"277051";"3464371506";"3"
"277052";"9513098648";"8"
"277053";"0590108395";"6"
"277056";"3442451353";"7"
"277058";"8425330866";"5"
"277058";"8481301213";"6"
"277064";"0460905589";"0"
"277065";"0816704627";"4"
"277072";"1573229571";"9"
"277073";"0060595183";"0"
"277074";"9782922145441";"5"
"277075";"2830207904";"0"
"277079";"3499263998";"4"
"277085";"0434009407";"8"
"277085";"1841193887";"8"
"277087";"0375700668";"0"
"277087";"457871971";"8"
"277087";"840149768X";"10"
"277087";"8401499917";"5"
"277087";"8402007287";"0"
"277087";"8420600369";"7"
"277087";"8420603066";"9"
"277087";"8423918335";"6"
"277087";"8426105084";"9"
"277087";"8426429807";"10"
"277087";"843223138X";"8"
"277087";"8437608570";"6"
"277087";"8440630921";"9"
"277087";"8440630922";"9"
"277087";"8470394126";"5"
"277087";"8471662531";"7"
"277087";"8472230082";"5"
"277087";"8474541913";"8"
"277087";"8478091351";"10"
"277090";"3426193310";"5"
"277094";"0064404773";"10"
"277096";"0064407667";"7"
"277102";"0552545228";"0"
"277107";"006054094X";"8"
"277107";"0375706038";"10"
"277107";"081297106X";"10"
"277107";"0843951826";"5"
"277107";"1400032628";"8"
"277107";"1585861553";"4"
"277109";"0066210151";"0"
"277109";"0385334141";"5"
"277109";"0425191184";"5"
"277109";"0671027343";"0"
"277109";"0751503894";"5"
"277109";"3714500799";"0"
"277114";"0385503822";"0"
"277116";"3548208975";"8"
"277123";"0399138684";"0"
"277124";"0425189864";"9"
"277124";"0440236053";"9"
"277124";"0440241073";"9"
"277124";"0553586122";"5"
"277128";"0099935708";"6"
"277128";"0140118608";"8"
"277128";"0552998249";"0"
"277129";"3518408127";"7"
"277134";"1586609726";"6"
"277135";"0865472807";"8"
"277139";"0312960344";"8"
"277139";"055358068X";"0"
"277139";"0792270142";"0"
"277142";"0688174590";"0"
"277143";"0061097101";"0"
"277143";"031286504X";"10"
"277143";"0345342968";"9"
"277143";"0345446860";"0"
"277143";"0375756981";"0"
"277143";"0553382411";"0"
"277143";"0671027662";"0"
"277143";"0767903382";"8"
"277149";"3785527195";"0"
"277155";"1558744592";"0"
"277157";"0060002484";"0"
"277157";"0060094117";"0"
"277157";"0312253397";"0"
"277157";"0312331754";"7"
"277157";"0312874243";"0"
"277157";"0312979517";"5"
"277157";"0316152196";"0"
"277157";"0316154059";"5"
"277157";"0316287555";"0"
"277157";"034541389X";"0"
"277157";"0345450175";"6"
"277157";"0345452550";"7"
"277157";"0375727981";"5"
"277157";"0380731851";"0"
"277157";"0380975017";"0"
"277157";"0385305389";"4"
"277157";"0393045390";"0"
"277157";"0394543289";"5"
"277157";"0399135804";"7"
"277157";"0399138188";"0"
"277157";"0399141340";"8"
"277157";"0399146466";"6"
"277157";"0399146504";"7"
"277157";"0399146687";"7"
"277157";"0399147101";"7"
"277157";"0399147144";"0"
"277157";"0399147322";"0"
"277157";"0399147624";"5"
"277157";"0399148337";"6"
"277157";"0399148450";"0"
"277157";"0399148639";"6"
"277157";"0399148728";"8"
"277157";"0399149783";"0"
"277157";"0399150811";"5"
"277157";"0399150870";"0"
"277157";"0399151451";"7"
"277157";"0399151478";"0"
"277157";"039915177X";"7"
"277157";"0399151885";"0"
"277157";"0425183181";"5"
"277157";"0440111323";"0"
"277157";"0440122147";"0"
"277157";"0440221463";"0"
"277157";"0441005470";"0"
"277157";"0446519480";"0"
"277157";"0449221512";"0"
"277157";"055358295X";"0"
"277157";"0670894184";"0"
"277157";"0671024094";"7"
"277157";"0679450408";"6"
"277157";"0684801663";"6"
"277157";"0684846608";"5"
"277157";"0684871726";"0"
"277157";"0743201604";"0"
"277157";"074320607X";"7"
"277157";"0743407377";"6"
"277157";"0743486226";"7"
"277157";"0804109990";"6"
"277157";"0812571118";"5"
"277157";"0971880107";"0"
"277159";"0969691319";"10"
"277165";"8475251471";"7"
"277168";"0380724987";"0"
"277168";"0380726246";"0"
"277168";"0380816059";"0"
"277168";"0399139419";"0"
"277168";"0425175405";"0"
"277168";"0425182932";"0"
"277168";"0440225701";"0"
"277168";"0446602485";"0"
"277168";"0446603406";"0"
"277168";"0451091949";"0"
"277168";"0553095439";"0"
"277168";"0553227041";"0"
"277168";"0553263226";"0"
"277168";"0553295098";"0"
"277168";"0553564994";"0"
"277168";"067102423X";"0"
"277168";"0345342968";"4"
"277168";"0671653849";"0"
"277168";"0722509049";"0"
"277168";"0812500067";"0"
"277168";"0812516001";"0"
"277168";"0684846608";"5"
"277168";"0843921609";"6"
"277168";"0890875588";"0"
"277168";"1557730091";"0"
"277168";"1558172882";"0"
"277157";"0743486226";"7"
"277157";"0804109990";"6"
